epoch,accuracy,loss,val_accuracy,val_loss
0,0.10686206817626953,3.618250846862793,0.10000000149011612,2.3325915336608887
1,0.10101724416017532,2.3162083625793457,0.0949999988079071,2.3625357151031494
2,0.10379310697317123,2.314077377319336,0.10700000077486038,2.3122382164001465
3,0.10305172204971313,2.3130416870117188,0.10450000315904617,2.3177614212036133
4,0.10125862061977386,2.313182830810547,0.10450000315904617,2.3167624473571777
5,0.10682758688926697,2.3118414878845215,0.10450000315904617,2.3158600330352783
6,0.1044827550649643,2.310788154602051,0.10649999976158142,2.327653408050537
7,0.10312069207429886,2.3109920024871826,0.10000000149011612,2.3091647624969482
8,0.1040172427892685,2.3109030723571777,0.10700000077486038,2.311577320098877
9,0.10541379451751709,2.3102407455444336,0.09799999743700027,2.3181965351104736
10,0.10284482687711716,2.3102543354034424,0.09799999743700027,2.311546802520752
11,0.10294827818870544,2.3094804286956787,0.10450000315904617,2.3100063800811768
12,0.10432758927345276,2.3093202114105225,0.10700000077486038,2.318131685256958
13,0.10572414100170135,2.3078253269195557,0.09149999916553497,2.316276788711548
14,0.10953447967767715,2.307314157485962,0.10649999976158142,2.3245127201080322
15,0.15829309821128845,2.248162269592285,0.23250000178813934,2.0289411544799805
16,0.32768964767456055,1.7304706573486328,0.44449999928474426,1.3656070232391357
17,0.7363620400428772,0.7729886174201965,0.8855000138282776,0.3498017191886902
18,0.9272931218147278,0.2387542873620987,0.968999981880188,0.12719598412513733
19,0.9583103656768799,0.14229550957679749,0.8880000114440918,0.344351589679718
20,0.972051739692688,0.09286414086818695,0.9764999747276306,0.08252216875553131
21,0.9782758355140686,0.07098537683486938,0.9854999780654907,0.04920516163110733
22,0.9823965430259705,0.05787181109189987,0.9890000224113464,0.04048393666744232
23,0.9854310154914856,0.04796690493822098,0.9915000200271606,0.030056731775403023
24,0.9878103733062744,0.039868950843811035,0.9070000052452087,0.31121575832366943
25,0.9891896843910217,0.03648383170366287,0.9904999732971191,0.039690323173999786
26,0.991068959236145,0.029464609920978546,0.9940000176429749,0.029785064980387688
27,0.9921206831932068,0.02578779123723507,0.9950000047683716,0.02188529446721077
28,0.9931034445762634,0.021949728950858116,0.9934999942779541,0.027586832642555237
29,0.9942586421966553,0.01810012012720108,0.9909999966621399,0.03137269243597984
30,0.9946896433830261,0.016525836661458015,0.9894999861717224,0.03727363422513008
31,0.9960861802101135,0.013537860475480556,0.9934999942779541,0.02860095165669918
32,0.995844841003418,0.01294657401740551,0.9894999861717224,0.036529719829559326
33,0.9964310526847839,0.010929987765848637,0.9965000152587891,0.024606119841337204
34,0.9975000023841858,0.008446316234767437,0.9919999837875366,0.02939600683748722
35,0.9980000257492065,0.00679136672988534,0.9950000047683716,0.025090860202908516
36,0.9984310269355774,0.0050607300363481045,0.9934999942779541,0.03261684626340866
37,0.9985172152519226,0.00476877810433507,0.9944999814033508,0.024290917441248894
38,0.9976896643638611,0.006607315968722105,0.9934999942779541,0.029739275574684143
39,0.9985517263412476,0.004210371524095535,0.9955000281333923,0.028220441192388535
