epoch,dense_1_accuracy,dense_1_loss,dense_3_accuracy,dense_3_loss,dense_4_accuracy,dense_4_loss,loss,val_dense_1_accuracy,val_dense_1_loss,val_dense_3_accuracy,val_dense_3_loss,val_dense_4_accuracy,val_dense_4_loss,val_loss
29,0.9958792924880981,0.013261078856885433,0.9956379532814026,0.014975633472204208,0.9961034655570984,0.011555301956832409,0.020026318728923798,0.9959999918937683,0.03131890669465065,0.996999979019165,0.0320884995162487,0.9959999918937683,0.02607261762022972,0.045094843953847885
30,0.9958620667457581,0.013620175421237946,0.9956034421920776,0.015105342492461205,0.9958620667457581,0.013024582527577877,0.02164222113788128,0.9925000071525574,0.054601866751909256,0.9934999942779541,0.03475657105445862,0.9929999709129333,0.04164339601993561,0.0684509202837944
31,0.9955517053604126,0.014522887766361237,0.9954827427864075,0.015386023558676243,0.9955689907073975,0.014239664189517498,0.023212341591715813,0.9955000281333923,0.045030564069747925,0.9959999918937683,0.03965550661087036,0.9955000281333923,0.024824360385537148,0.05023018643260002
32,0.9957069158554077,0.014264092780649662,0.9957758784294128,0.013796167448163033,0.9964655041694641,0.011318500153720379,0.019736582413315773,0.9959999918937683,0.03307098522782326,0.9965000152587891,0.03399007394909859,0.9959999918937683,0.02625112421810627,0.046369437128305435
33,0.9951896667480469,0.01596178486943245,0.9949827790260315,0.01734912395477295,0.9955689907073975,0.014549355953931808,0.02454262599349022,0.9940000176429749,0.051939211785793304,0.9965000152587891,0.03838033229112625,0.9904999732971191,0.04301897808909416,0.07011484354734421
34,0.9956551790237427,0.01505565270781517,0.9961206912994385,0.013307072222232819,0.9962586164474487,0.011522281914949417,0.020031100139021873,0.9955000281333923,0.035258784890174866,0.9929999709129333,0.03875667601823807,0.9955000281333923,0.026243282482028008,0.048447925597429276
35,0.9956896305084229,0.015017379075288773,0.9953965544700623,0.01588462106883526,0.9958620667457581,0.0128867132589221,0.02215730771422386,0.9944999814033508,0.04175964370369911,0.9944999814033508,0.04355904832482338,0.9925000071525574,0.03970939293503761,0.06530499458312988
36,0.9958276152610779,0.013286467641592026,0.9959310293197632,0.014151177369058132,0.9958276152610779,0.012641365639865398,0.02087266929447651,0.9934999942779541,0.0419449657201767,0.996999979019165,0.03451071307063103,0.9950000047683716,0.03181341663002968,0.054750118404626846
37,0.9964655041694641,0.011943504214286804,0.9965862035751343,0.011923499405384064,0.9965000152587891,0.010314658284187317,0.01747475191950798,0.9950000047683716,0.04611937329173088,0.9965000152587891,0.028571143746376038,0.9965000152587891,0.024752819910645485,0.04715997353196144
38,0.995896577835083,0.013835658319294453,0.9955689907073975,0.015833625569939613,0.9955862164497375,0.012797912582755089,0.021698685362935066,0.9950000047683716,0.04300644248723984,0.9940000176429749,0.050213880836963654,0.9919999837875366,0.048435892909765244,0.07640200108289719
39,0.9960172176361084,0.012878895737230778,0.9951724410057068,0.015303857624530792,0.9959999918937683,0.011964553035795689,0.020419374108314514,0.9950000047683716,0.0364602692425251,0.9940000176429749,0.03303593397140503,0.9929999709129333,0.03126346319913864,0.05211232602596283
