epoch,accuracy,loss,val_accuracy,val_loss
0,0.09724999964237213,3.7680022716522217,0.10750000178813934,2.3191208839416504
1,0.09943749755620956,2.315495252609253,0.0860000029206276,2.3262994289398193
2,0.10000000149011612,2.31429386138916,0.0860000029206276,2.313382625579834
3,0.0988750010728836,2.314335823059082,0.10499999672174454,2.314164638519287
4,0.10129166394472122,2.3125617504119873,0.09849999845027924,2.312473773956299
5,0.09954166412353516,2.3134937286376953,0.10050000250339508,2.3081541061401367
6,0.10214583575725555,2.3131890296936035,0.10750000178813934,2.304964065551758
7,0.09929166734218597,2.3118298053741455,0.09849999845027924,2.31545090675354
8,0.1002499982714653,2.3119382858276367,0.10100000351667404,2.3082563877105713
9,0.10197916626930237,2.3117735385894775,0.09849999845027924,2.3097777366638184
10,0.09954166412353516,2.311595916748047,0.09849999845027924,2.315028190612793
11,0.10141666978597641,2.310758352279663,0.10199999809265137,2.306777000427246
12,0.09968750178813934,2.310462713241577,0.10499999672174454,2.3101718425750732
13,0.09862499684095383,2.309983730316162,0.0860000029206276,2.30476975440979
14,0.1430208384990692,2.2319369316101074,0.15800000727176666,2.1426198482513428
15,0.20420832931995392,2.000091075897217,0.2370000034570694,1.9160263538360596
16,0.2446874976158142,1.8900359869003296,0.2685000002384186,1.8242301940917969
17,0.3071250021457672,1.7846357822418213,0.3504999876022339,1.6765817403793335
18,0.3582083284854889,1.6657651662826538,0.39500001072883606,1.5857077836990356
19,0.41077083349227905,1.5397573709487915,0.4620000123977661,1.415191650390625
20,0.47452083230018616,1.4166911840438843,0.5260000228881836,1.294213891029358
21,0.5301458239555359,1.2882027626037598,0.5519999861717224,1.275562047958374
22,0.5843541622161865,1.1422861814498901,0.5864999890327454,1.1383881568908691
23,0.6293541789054871,1.0293291807174683,0.6644999980926514,0.952441930770874
24,0.6699374914169312,0.9284676909446716,0.6119999885559082,1.0995159149169922
25,0.703083336353302,0.83596271276474,0.6754999756813049,0.8879451751708984
26,0.731458306312561,0.7552555203437805,0.6945000290870667,0.8623567819595337
27,0.7617499828338623,0.6771566271781921,0.703499972820282,0.9154415130615234
28,0.789354145526886,0.6027534008026123,0.7174999713897705,0.8842225670814514
29,0.8154791593551636,0.5274019241333008,0.7325000166893005,0.8394569158554077
30,0.839145839214325,0.4613150954246521,0.7095000147819519,0.9978528022766113
31,0.8595208525657654,0.4026879370212555,0.7235000133514404,0.8828603029251099
32,0.8763333559036255,0.35274919867515564,0.7415000200271606,0.9251266121864319
33,0.8947708606719971,0.2984784245491028,0.7275000214576721,0.9689812660217285
34,0.9087499976158142,0.26084545254707336,0.7425000071525574,0.9335678815841675
35,0.9241041541099548,0.2209061235189438,0.7409999966621399,1.0108617544174194
36,0.932604193687439,0.19221462309360504,0.7365000247955322,0.9807218909263611
37,0.9431874752044678,0.16851314902305603,0.7559999823570251,1.0151329040527344
38,0.9518541693687439,0.1402411013841629,0.7480000257492065,1.1074233055114746
39,0.9554374814033508,0.12593555450439453,0.7354999780654907,1.1852785348892212
