epoch,dense_1_accuracy,dense_1_loss,dense_3_accuracy,dense_3_loss,dense_4_accuracy,dense_4_loss,loss,val_dense_1_accuracy,val_dense_1_loss,val_dense_3_accuracy,val_dense_3_loss,val_dense_4_accuracy,val_dense_4_loss,val_loss
14,0.7442499995231628,0.7358331084251404,0.7847083210945129,0.6206260323524475,0.8025416731834412,0.5568110942840576,0.9637491703033447,0.7149999737739563,0.8193255066871643,0.7559999823570251,0.7037339210510254,0.7505000233650208,0.6978573203086853,1.1547751426696777
15,0.7495625019073486,0.7166171669960022,0.7883124947547913,0.609082043170929,0.8077083230018616,0.5420528054237366,0.939762532711029,0.7425000071525574,0.7760513424873352,0.7475000023841858,0.7395570278167725,0.7519999742507935,0.7133137583732605,1.1679964065551758
16,0.7566249966621399,0.7021417617797852,0.793916642665863,0.5912796258926392,0.8143333196640015,0.521569013595581,0.9095954298973083,0.7114999890327454,0.8475757241249084,0.753000020980835,0.7569354772567749,0.7490000128746033,0.7388320565223694,1.2201852798461914
17,0.7620833516120911,0.6843834519386292,0.7991458177566528,0.573113203048706,0.8212708234786987,0.5046446919441223,0.8818932175636292,0.7400000095367432,0.7993483543395996,0.7649999856948853,0.6994717121124268,0.7714999914169312,0.6644949913024902,1.1141412258148193
18,0.7669583559036255,0.6765193939208984,0.8032291531562805,0.5594415068626404,0.8269166946411133,0.48689982295036316,0.8576876521110535,0.7415000200271606,0.7443115711212158,0.7684999704360962,0.6812936067581177,0.7820000052452087,0.6354926228523254,1.0631741285324097
19,0.7666458487510681,0.6727854609489441,0.8076666593551636,0.5514054894447327,0.8302083611488342,0.47827595472335815,0.8455331325531006,0.7455000281333923,0.7905393838882446,0.7544999718666077,0.7451097369194031,0.7705000042915344,0.706158459186554,1.1668533086776733
20,0.7728124856948853,0.6490499973297119,0.8145416378974915,0.5296287536621094,0.8370833396911621,0.4607623219490051,0.8143657445907593,0.7425000071525574,0.7768086194992065,0.7580000162124634,0.7203709483146667,0.7509999871253967,0.741104781627655,1.190258502960205
21,0.7757916450500488,0.6450310349464417,0.8134166598320007,0.5273194909095764,0.8409583568572998,0.448953241109848,0.8006580471992493,0.7315000295639038,0.8263070583343506,0.7710000276565552,0.7064879536628723,0.7825000286102295,0.6484246253967285,1.1082632541656494
22,0.7817083597183228,0.6299792528152466,0.8229791522026062,0.5104663968086243,0.8480208516120911,0.4314897954463959,0.773623526096344,0.7365000247955322,0.7987745404243469,0.7804999947547913,0.6960365176200867,0.7760000228881836,0.6767502427101135,1.1251935958862305
23,0.7821041941642761,0.6281346082687378,0.8228541612625122,0.5043476223945618,0.8497499823570251,0.4210667014122009,0.7608105540275574,0.7645000219345093,0.7167179584503174,0.7789999842643738,0.6757180690765381,0.7929999828338623,0.6257078051567078,1.0434386730194092
24,0.788937509059906,0.613018274307251,0.8274791836738586,0.49377700686454773,0.8526250123977661,0.41323092579841614,0.7452692985534668,0.7459999918937683,0.8052234053611755,0.7885000109672546,0.7113962769508362,0.7940000295639038,0.667525053024292,1.1225110292434692
25,0.7882708311080933,0.6159647107124329,0.8254374861717224,0.494748055934906,0.8555208444595337,0.40604621171951294,0.7392609119415283,0.7544999718666077,0.7956511378288269,0.777999997138977,0.71306312084198,0.7754999995231628,0.7180431485176086,1.1706576347351074
26,0.7900624871253967,0.6104239225387573,0.831125020980835,0.48391297459602356,0.8602708578109741,0.394076943397522,0.7223775386810303,0.7480000257492065,0.773707926273346,0.7735000252723694,0.717678427696228,0.7854999899864197,0.6468997001647949,1.0943156480789185
27,0.7956666946411133,0.588521420955658,0.8396666646003723,0.4639671742916107,0.8650416731834412,0.37961331009864807,0.6953596472740173,0.7670000195503235,0.7622256875038147,0.7789999842643738,0.6979238986968994,0.7975000143051147,0.6206030249595642,1.0586479902267456
28,0.7955625057220459,0.5924574136734009,0.8363541960716248,0.4691146910190582,0.8649583458900452,0.38098475337028503,0.6994566917419434,0.7360000014305115,0.8230311870574951,0.7760000228881836,0.7166401743888855,0.7820000052452087,0.7036378383636475,1.1655395030975342
29,0.7952916622161865,0.5939675569534302,0.835562527179718,0.4759356677532196,0.8659583330154419,0.3761235773563385,0.6970949769020081,0.7544999718666077,0.8004538416862488,0.7749999761581421,0.7111379504203796,0.7795000076293945,0.6829816102981567,1.136459231376648
30,0.7968958616256714,0.5908710360527039,0.8395833373069763,0.4612770974636078,0.8693749904632568,0.3719748258590698,0.6876192092895508,0.7404999732971191,0.8284528255462646,0.7549999952316284,0.793878972530365,0.7754999995231628,0.7727862000465393,1.2594854831695557
31,0.8002916574478149,0.5841327905654907,0.8378541469573975,0.46489885449409485,0.8677291870117188,0.3700818419456482,0.684791088104248,0.7555000185966492,0.7583537697792053,0.7904999852180481,0.6723098158836365,0.7935000061988831,0.6544138193130493,1.0836129188537598
32,0.801520824432373,0.5739689469337463,0.8460208177566528,0.4429866671562195,0.874916672706604,0.3499000370502472,0.6549862623214722,0.746999979019165,0.8115386962890625,0.7645000219345093,0.7693584561347961,0.7689999938011169,0.7047114372253418,1.1789805889129639
33,0.801520824432373,0.579130232334137,0.8451458215713501,0.4498099386692047,0.8731874823570251,0.35835281014442444,0.6670345067977905,0.7444999814033508,0.8299232721328735,0.7639999985694885,0.7648425698280334,0.7710000276565552,0.7049161195755005,1.1833460330963135
34,0.8029583096504211,0.5759350061416626,0.843458354473114,0.45223817229270935,0.8737708330154419,0.3546351194381714,0.6630873084068298,0.762499988079071,0.7679830193519592,0.7825000286102295,0.7072712779045105,0.7954999804496765,0.6654664278030396,1.1080427169799805
35,0.8015416860580444,0.5758987069129944,0.8467291593551636,0.4462772309780121,0.8759375214576721,0.34845128655433655,0.655104398727417,0.7580000162124634,0.731873631477356,0.7795000076293945,0.702664852142334,0.796999990940094,0.6572871804237366,1.0876491069793701
36,0.8041041493415833,0.5761959552764893,0.8456666469573975,0.44993579387664795,0.8774791955947876,0.3504239022731781,0.6582635641098022,0.7565000057220459,0.7603152394294739,0.7785000205039978,0.7047567367553711,0.7795000076293945,0.6806429624557495,1.1201645135879517
37,0.8066458106040955,0.5667971968650818,0.8476874828338623,0.4407191872596741,0.8809375166893005,0.33656710386276245,0.6388223767280579,0.7634999752044678,0.7931151390075684,0.7904999852180481,0.7006558775901794,0.7860000133514404,0.7202488780021667,1.1683802604675293
38,0.8069999814033508,0.5622982382774353,0.8502083420753479,0.4341781437397003,0.8806041479110718,0.33469393849372864,0.6336368322372437,0.7335000038146973,0.8663327693939209,0.7680000066757202,0.7598696351051331,0.7760000228881836,0.732443630695343,1.2203043699264526
39,0.8063750267028809,0.565907895565033,0.8451666831970215,0.4502568244934082,0.8782291412353516,0.3441791534423828,0.6490285396575928,0.7475000023841858,0.8194716572761536,0.7885000109672546,0.7218034863471985,0.7904999852180481,0.6695399284362793,1.1319223642349243
