epoch,accuracy,loss,val_accuracy,val_loss
0,0.9358103275299072,0.2238510251045227,0.9779999852180481,0.09920980036258698
1,0.9782758355140686,0.07987739145755768,0.9884999990463257,0.05079696327447891
2,0.9859654903411865,0.05314358323812485,0.9835000038146973,0.05654308572411537
3,0.9885517358779907,0.04329106956720352,0.9829999804496765,0.09803879261016846
4,0.9885689616203308,0.0430445596575737,0.9890000224113464,0.043290067464113235
5,0.9906896352767944,0.03451138362288475,0.9925000071525574,0.025772003456950188
6,0.9912068843841553,0.03336460888385773,0.9934999942779541,0.03382307291030884
7,0.9894655346870422,0.04120548069477081,0.9574999809265137,0.24957622587680817
8,0.9918103218078613,0.029695509001612663,0.9955000281333923,0.02121003344655037
9,0.9951724410057068,0.01860065385699272,0.9940000176429749,0.02950773946940899
10,0.9951034188270569,0.017840217798948288,0.9940000176429749,0.03651619330048561
11,0.9944137930870056,0.020030543208122253,0.9894999861717224,0.04293931648135185
12,0.995206892490387,0.016311250627040863,0.9929999709129333,0.027103062719106674
13,0.9956551790237427,0.015925567597150803,0.9925000071525574,0.04122385382652283
14,0.9912586212158203,0.04146568104624748,0.987500011920929,0.04580668359994888
15,0.9961896538734436,0.012874091975390911,0.9940000176429749,0.032570380717515945
16,0.9972931146621704,0.009975297376513481,0.9909999966621399,0.033452268689870834
17,0.9973793029785156,0.009335883893072605,0.9929999709129333,0.03836732730269432
18,0.9973103404045105,0.010211086831986904,0.9925000071525574,0.051367953419685364
19,0.995844841003418,0.018791133537888527,0.9929999709129333,0.05948458984494209
20,0.9965172410011292,0.012260043062269688,0.9934999942779541,0.03705552592873573
21,0.9971551895141602,0.009647032245993614,0.9940000176429749,0.03216322883963585
22,0.9978965520858765,0.007762005552649498,0.9944999814033508,0.028527868911623955
23,0.9978965520858765,0.008024496026337147,0.9925000071525574,0.03620295971632004
24,0.9978965520858765,0.008043245412409306,0.9965000152587891,0.029895681887865067
25,0.9975000023841858,0.008959823288023472,0.9940000176429749,0.034081097692251205
26,0.9978793263435364,0.007726680021733046,0.9934999942779541,0.02924993447959423
27,0.9980344772338867,0.007367060519754887,0.9929999709129333,0.0478837750852108
28,0.9979827404022217,0.006995585281401873,0.9929999709129333,0.04856545105576515
29,0.9983965754508972,0.006018122658133507,0.9925000071525574,0.036302559077739716
30,0.9982069134712219,0.00702424393966794,0.9900000095367432,0.04589542746543884
31,0.9983276128768921,0.007309739012271166,0.9940000176429749,0.03168477490544319
32,0.9988448023796082,0.0040761549025774,0.9929999709129333,0.030035266652703285
33,0.9985345005989075,0.005402023904025555,0.9940000176429749,0.026488827541470528
34,0.9979655146598816,0.009809969924390316,0.9944999814033508,0.03211667388677597
35,0.9989310503005981,0.0033757081255316734,0.9909999966621399,0.10497540980577469
36,0.9984482526779175,0.005315129179507494,0.9915000200271606,0.054458118975162506
37,0.9985861778259277,0.00510828010737896,0.9959999918937683,0.032978203147649765
38,0.9990172386169434,0.0038901304360479116,0.9959999918937683,0.03096960298717022
39,0.9986724257469177,0.004817225504666567,0.9959999918937683,0.037513043731451035
